Postal code ;Locality;Population
(april 2009);;(2008-12-31)
14330;VÅRBY               ;562
14331;VÅRBY               ;766
14332;VÅRBY               ;1097
14340;VÅRBY               ;30
14341;VÅRBY               ;1602
14342;VÅRBY               ;1436
14343;VÅRBY               ;861
14344;VÅRBY               ;644
14345;VÅRBY               ;1805
14346;VÅRBY               ;50
14347;VÅRBY               ;369
14430;RÖNNINGE            ;425
14431;RÖNNINGE            ;941
14432;RÖNNINGE            ;1100
14433;RÖNNINGE            ;1206
14437;RÖNNINGE            ;1081
14440;RÖNNINGE            ;1227
14442;RÖNNINGE            ;1152
14444;RÖNNINGE            ;979
14451;RÖNNINGE            ;892
14452;RÖNNINGE            ;673
14461;RÖNNINGE            ;1224
14462;RÖNNINGE            ;1615
14463;RÖNNINGE            ;1249
14464;RÖNNINGE            ;1242
14550;NORSBORG            ;2118
14551;NORSBORG            ;2445
14552;NORSBORG            ;2931
14553;NORSBORG            ;22
14556;NORSBORG            ;2407
14557;NORSBORG            ;2144
14558;NORSBORG            ;2567
14559;NORSBORG            ;2712
14560;NORSBORG            ;1974
14563;NORSBORG            ;7
14564;NORSBORG            ;2050
14565;NORSBORG            ;1120
14567;NORSBORG            ;2004
14568;NORSBORG            ;1918
14569;NORSBORG            ;2637
14570;NORSBORG            ;3247
14571;NORSBORG            ;2156
14572;NORSBORG            ;750
14573;NORSBORG            ;1276
14574;NORSBORG            ;999
14590;NORSBORG            ;344
14630;TULLINGE            ;1048
14631;TULLINGE            ;872
14632;TULLINGE            ;851
14633;TULLINGE            ;49
14634;TULLINGE            ;210
14636;TULLINGE            ;924
14637;TULLINGE            ;1027
14638;TULLINGE            ;971
14640;TULLINGE            ;915
14641;TULLINGE            ;199
14645;TULLINGE            ;1345
14646;TULLINGE            ;1638
14648;TULLINGE            ;659
14649;TULLINGE            ;328
14650;TULLINGE            ;1089
14652;TULLINGE            ;1522
14653;TULLINGE            ;812
14654;TULLINGE            ;1084
14730;TUMBA               ;919
14731;TUMBA               ;1162
14732;TUMBA               ;1010
14733;TUMBA               ;1310
14734;TUMBA               ;2292
14739;TUMBA               ;6
14740;TUMBA               ;1231
14741;TUMBA               ;1020
14742;TUMBA               ;848
14743;TUMBA               ;1451
14744;TUMBA               ;736
14745;TUMBA               ;460
14746;TUMBA               ;23
14750;TUMBA               ;1130
14751;TUMBA               ;1141
14752;TUMBA               ;1128
14753;TUMBA               ;1740
14754;TUMBA               ;883
14755;TUMBA               ;767
14760;UTTRAN              ;154
14761;UTTRAN              ;458
14762;UTTRAN              ;693
14763;UTTRAN              ;1651
14770;GRÖDINGE            ;945
14771;GRÖDINGE            ;1420
14791;GRÖDINGE            ;826
14792;GRÖDINGE            ;962
14830;ÖSMO                ;712
14831;ÖSMO                ;410
14832;ÖSMO                ;571
14833;ÖSMO                ;778
14834;ÖSMO                ;373
14835;ÖSMO                ;750
14840;SEGERSÄNG           ;430
14860;STORA VIKA          ;675
14870;SORUNDA             ;437
14871;SORUNDA             ;1369
14891;ÖSMO                ;1507
14892;ÖSMO                ;450
14895;MUSKÖ               ;769
14896;SORUNDA             ;898
14897;SORUNDA             ;1032
14930;NYNÄSHAMN           ;1255
14931;NYNÄSHAMN           ;1636
14932;NYNÄSHAMN           ;1334
14933;NYNÄSHAMN           ;1050
14934;NYNÄSHAMN           ;455
14935;NYNÄSHAMN           ;1131
14940;NYNÄSHAMN           ;752
14941;NYNÄSHAMN           ;1353
14943;NYNÄSHAMN           ;1958
14945;NYNÄSHAMN           ;239
14950;NYNÄSHAMN           ;1265
14951;NYNÄSHAMN           ;866
14991;NYNÄSHAMN           ;249
14992;NYNÄSHAMN           ;626
14995;NYNÄSHAMN           ;75
15021;MÖLNBO              ;1651
15023;ENHÖRNA             ;2591
15132;SÖDERTÄLJE          ;1108
15133;SÖDERTÄLJE          ;1385
15134;SÖDERTÄLJE          ;1168
15135;SÖDERTÄLJE          ;1073
15136;SÖDERTÄLJE          ;634
15137;SÖDERTÄLJE          ;1252
15138;SÖDERTÄLJE          ;817
15139;SÖDERTÄLJE          ;2246
15140;SÖDERTÄLJE          ;27
15144;SÖDERTÄLJE          ;1041
15145;SÖDERTÄLJE          ;1482
15146;SÖDERTÄLJE          ;1172
15147;SÖDERTÄLJE          ;2005
15148;SÖDERTÄLJE          ;1810
15152;SÖDERTÄLJE          ;1631
15153;SÖDERTÄLJE          ;3044
15154;SÖDERTÄLJE          ;2589
15155;SÖDERTÄLJE          ;2227
15156;SÖDERTÄLJE          ;846
15157;SÖDERTÄLJE          ;451
15159;SÖDERTÄLJE          ;2163
15160;SÖDERTÄLJE          ;2426
15161;SÖDERTÄLJE          ;2236
15162;SÖDERTÄLJE          ;1324
15163;SÖDERTÄLJE          ;918
15164;SÖDERTÄLJE          ;2733
15165;SÖDERTÄLJE          ;2397
15166;SÖDERTÄLJE          ;367
15168;SÖDERTÄLJE          ;1989
15171;SÖDERTÄLJE          ;550
15172;SÖDERTÄLJE          ;637
15173;SÖDERTÄLJE          ;920
15230;SÖDERTÄLJE          ;898
15231;SÖDERTÄLJE          ;1170
15240;SÖDERTÄLJE          ;896
15241;SÖDERTÄLJE          ;1456
15242;SÖDERTÄLJE          ;487
15243;SÖDERTÄLJE          ;1300
15248;SÖDERTÄLJE          ;1025
15249;SÖDERTÄLJE          ;1246
15250;SÖDERTÄLJE          ;1219
15251;SÖDERTÄLJE          ;1360
15252;SÖDERTÄLJE          ;1583
15254;SÖDERTÄLJE          ;692
15256;SÖDERTÄLJE          ;1565
15257;SÖDERTÄLJE          ;1834
15258;SÖDERTÄLJE          ;1975
15259;SÖDERTÄLJE          ;180
15270;SÖDERTÄLJE          ;1451
15271;SÖDERTÄLJE          ;276
15295;SÖDERTÄLJE          ;584
15297;SÖDERTÄLJE          ;240
15330;JÄRNA               ;1149
15331;JÄRNA               ;758
15332;JÄRNA               ;375
15335;JÄRNA               ;1106
15336;JÄRNA               ;1281
15337;JÄRNA               ;999
15338;JÄRNA               ;974
15371;HÖLÖ                ;1097
15391;JÄRNA               ;954
15392;HÖLÖ                ;1054
15393;MÖRKÖ               ;477
15394;HÖLÖ                ;601
15395;JÄRNA               ;1355
15530;NYKVARN             ;1976
15531;NYKVARN             ;1857
15532;NYKVARN             ;344
15533;NYKVARN             ;623
15534;NYKVARN             ;1613
15591;NYKVARN             ;1058
15592;NYKVARN             ;176
15593;NYKVARN             ;1030
15594;NYKVARN             ;271
16244;VÄLLINGBY           ;1977
16245;VÄLLINGBY           ;1906
16246;VÄLLINGBY           ;2233
16247;VÄLLINGBY           ;1286
16250;VÄLLINGBY           ;170
16251;VÄLLINGBY           ;1163
16252;VÄLLINGBY           ;864
16253;VÄLLINGBY           ;1132
16254;VÄLLINGBY           ;1342
16255;VÄLLINGBY           ;862
16256;VÄLLINGBY           ;1770
16257;VÄLLINGBY           ;985
16258;VÄLLINGBY           ;1409
16260;VÄLLINGBY           ;1012
16261;VÄLLINGBY           ;590
16262;VÄLLINGBY           ;1051
16263;VÄLLINGBY           ;891
16264;VÄLLINGBY           ;736
16265;VÄLLINGBY           ;595
16266;VÄLLINGBY           ;1035
16267;VÄLLINGBY           ;1202
16268;VÄLLINGBY           ;1215
16270;VÄLLINGBY           ;1107
16271;VÄLLINGBY           ;1346
16272;VÄLLINGBY           ;925
16340;SPÅNGA              ;1102
16341;SPÅNGA              ;1334
16342;SPÅNGA              ;1462
16343;SPÅNGA              ;1850
16344;SPÅNGA              ;1419
16345;SPÅNGA              ;1014
16346;SPÅNGA              ;1128
16347;SPÅNGA              ;1304
16350;SPÅNGA              ;1269
16351;SPÅNGA              ;1974
16352;SPÅNGA              ;1017
16353;SPÅNGA              ;6
16354;SPÅNGA              ;2447
16355;SPÅNGA              ;1210
16356;SPÅNGA              ;1672
16361;SPÅNGA              ;2186
16362;SPÅNGA              ;2331
16363;SPÅNGA              ;2340
16364;SPÅNGA              ;2768
16365;SPÅNGA              ;2400
16366;SPÅNGA              ;1328
16367;SPÅNGA              ;1581
16368;SPÅNGA              ;2347
16370;SPÅNGA              ;2957
16371;SPÅNGA              ;2332
16372;SPÅNGA              ;2299
16373;SPÅNGA              ;2678
16374;SPÅNGA              ;2615
16375;SPÅNGA              ;2084
16430;KISTA               ;1958
16431;KISTA               ;1727
16432;KISTA               ;795
16433;KISTA               ;846
16434;KISTA               ;1489
16435;KISTA               ;707
16436;KISTA               ;1219
16437;KISTA               ;1433
16438;KISTA               ;894
16439;KISTA               ;746
16440;KISTA               ;25
16441;KISTA               ;821
16442;KISTA               ;839
16443;KISTA               ;937
16444;KISTA               ;1195
16445;KISTA               ;1348
16446;KISTA               ;1691
16447;KISTA               ;1104
16448;KISTA               ;1161
16453;KISTA               ;621
16471;KISTA               ;563
16472;KISTA               ;470
16473;KISTA               ;830
16474;KISTA               ;20
16475;KISTA               ;1442
16476;KISTA               ;1424
16477;KISTA               ;1081
16478;KISTA               ;1332
16479;KISTA               ;908
16552;HÄSSELBY            ;1568
16553;HÄSSELBY            ;904
16554;HÄSSELBY            ;1286
16555;HÄSSELBY            ;810
16556;HÄSSELBY            ;1446
16557;HÄSSELBY            ;1437
16558;HÄSSELBY            ;1764
16559;HÄSSELBY            ;1416
16560;HÄSSELBY            ;1988
16561;HÄSSELBY            ;1175
16562;HÄSSELBY            ;1434
16563;HÄSSELBY            ;586
16564;HÄSSELBY            ;1499
16565;HÄSSELBY            ;1024
16570;HÄSSELBY            ;1529
16571;HÄSSELBY            ;1737
16572;HÄSSELBY            ;1608
16573;HÄSSELBY            ;1967
16574;HÄSSELBY            ;2503
16575;HÄSSELBY            ;1459
16576;HÄSSELBY            ;2369
16577;HÄSSELBY            ;2581
16731;BROMMA              ;864
16732;BROMMA              ;497
16733;BROMMA              ;720
16735;BROMMA              ;505
16736;BROMMA              ;648
16737;BROMMA              ;787
16738;BROMMA              ;1157
16739;BROMMA              ;688
16740;BROMMA              ;614
16741;BROMMA              ;717
16743;BROMMA              ;1054
16744;BROMMA              ;468
16745;BROMMA              ;486
16751;BROMMA              ;325
16752;BROMMA              ;502
16753;BROMMA              ;915
16754;BROMMA              ;663
16755;BROMMA              ;411
16756;BROMMA              ;936
16757;BROMMA              ;401
16758;BROMMA              ;305
16761;BROMMA              ;880
16762;BROMMA              ;954
16763;BROMMA              ;714
16764;BROMMA              ;514
16765;BROMMA              ;1077
16766;BROMMA              ;1168
16767;BROMMA              ;576
16771;BROMMA              ;1503
16772;BROMMA              ;623
16773;BROMMA              ;406
16774;BROMMA              ;720
16775;BROMMA              ;1271
16776;BROMMA              ;707
16830;BROMMA              ;712
16831;BROMMA              ;565
16832;BROMMA              ;938
16833;BROMMA              ;743
16834;BROMMA              ;658
16835;BROMMA              ;675
16836;BROMMA              ;1272
16837;BROMMA              ;585
16838;BROMMA              ;706
16839;BROMMA              ;1037
16840;BROMMA              ;631
16841;BROMMA              ;894
16843;BROMMA              ;775
16844;BROMMA              ;1014
16845;BROMMA              ;1252
16846;BROMMA              ;705
16847;BROMMA              ;1022
16848;BROMMA              ;606
16849;BROMMA              ;1097
16850;BROMMA              ;1246
16851;BROMMA              ;871
16852;BROMMA              ;12
16853;BROMMA              ;1458
16854;BROMMA              ;958
16855;BROMMA              ;1356
16856;BROMMA              ;1272
16857;BROMMA              ;1406
16858;BROMMA              ;1328
16859;BROMMA              ;1252
16860;BROMMA              ;1031
16861;BROMMA              ;102
16864;BROMMA              ;767
16865;BROMMA              ;1121
16866;BROMMA              ;967
16867;BROMMA              ;186
16868;BROMMA              ;1655
16869;BROMMA              ;847
16873;BROMMA              ;974
16874;BROMMA              ;1167
16875;BROMMA              ;794
16876;BROMMA              ;292
16877;BROMMA              ;175
16930;SOLNA               ;1003
16931;SOLNA               ;1050
16932;SOLNA               ;992
16933;SOLNA               ;1144
16934;SOLNA               ;566
16935;SOLNA               ;837
16936;SOLNA               ;1068
16937;SOLNA               ;1030
16938;SOLNA               ;374
16939;SOLNA               ;404
16940;SOLNA               ;731
16950;SOLNA               ;1105
16951;SOLNA               ;729
16952;SOLNA               ;648
16953;SOLNA               ;869
16954;SOLNA               ;714
16955;SOLNA               ;947
16956;SOLNA               ;45
16957;SOLNA               ;655
16958;SOLNA               ;741
16959;SOLNA               ;748
16960;SOLNA               ;750
16961;SOLNA               ;610
16962;SOLNA               ;540
16963;SOLNA               ;1171
16964;SOLNA               ;810
16965;SOLNA               ;1068
16966;SOLNA               ;1121
16967;SOLNA               ;312
16968;SOLNA               ;544
16969;SOLNA               ;1147
16970;SOLNA               ;208
16971;SOLNA               ;701
16972;SOLNA               ;1288
16973;SOLNA               ;2079
16974;SOLNA               ;851
17063;SOLNA               ;284
17064;SOLNA               ;491
17065;SOLNA               ;808
17066;SOLNA               ;954
17067;SOLNA               ;651
17068;SOLNA               ;1056
17069;SOLNA               ;489
17070;SOLNA               ;1730
17071;SOLNA               ;710
17072;SOLNA               ;545
17073;SOLNA               ;1007
17074;SOLNA               ;709
17075;SOLNA               ;662
17076;SOLNA               ;882
17077;SOLNA               ;966
17078;SOLNA               ;676
17079;SOLNA               ;142
17141;SOLNA               ;10
17142;SOLNA               ;657
17143;SOLNA               ;1107
17144;SOLNA               ;974
17145;SOLNA               ;357
17147;SOLNA               ;1008
17148;SOLNA               ;5
17149;SOLNA               ;786
17150;SOLNA               ;823
17151;SOLNA               ;1103
17152;SOLNA               ;623
17153;SOLNA               ;771
17154;SOLNA               ;4
17155;SOLNA               ;920
17156;SOLNA               ;852
17157;SOLNA               ;799
17158;SOLNA               ;1181
17159;SOLNA               ;673
17160;SOLNA               ;716
17161;SOLNA               ;781
17162;SOLNA               ;607
17163;SOLNA               ;1259
17164;SOLNA               ;595
17165;SOLNA               ;430
17166;SOLNA               ;812
17167;SOLNA               ;1096
17168;SOLNA               ;875
17170;SOLNA               ;793
17171;SOLNA               ;1244
17172;SOLNA               ;550
17173;SOLNA               ;160
17230;SUNDBYBERG          ;420
17231;SUNDBYBERG          ;1004
17232;SUNDBYBERG          ;782
17233;SUNDBYBERG          ;269
17234;SUNDBYBERG          ;912
17235;SUNDBYBERG          ;692
17236;SUNDBYBERG          ;598
17237;SUNDBYBERG          ;1189
17238;SUNDBYBERG          ;846
17239;SUNDBYBERG          ;658
17240;SUNDBYBERG          ;757
17241;SUNDBYBERG          ;944
17262;SUNDBYBERG          ;518
17263;SUNDBYBERG          ;494
17264;SUNDBYBERG          ;397
17265;SUNDBYBERG          ;938
17266;SUNDBYBERG          ;532
17267;SUNDBYBERG          ;343
17268;SUNDBYBERG          ;251
17269;SUNDBYBERG          ;824
17270;SUNDBYBERG          ;594
17271;SUNDBYBERG          ;305
17272;SUNDBYBERG          ;1004
17273;SUNDBYBERG          ;914
17274;SUNDBYBERG          ;769
17275;SUNDBYBERG          ;908
17276;SUNDBYBERG          ;946
17277;SUNDBYBERG          ;549
17278;SUNDBYBERG          ;483
17279;SUNDBYBERG          ;705
17441;SUNDBYBERG          ;104
17442;SUNDBYBERG          ;614
17443;SUNDBYBERG          ;1062
17444;SUNDBYBERG          ;1153
17445;SUNDBYBERG          ;840
17446;SUNDBYBERG          ;1305
17447;SUNDBYBERG          ;896
17448;SUNDBYBERG          ;977
17449;SUNDBYBERG          ;895
17450;SUNDBYBERG          ;670
17451;SUNDBYBERG          ;624
17452;SUNDBYBERG          ;361
17453;SUNDBYBERG          ;650
17454;SUNDBYBERG          ;842
17455;SUNDBYBERG          ;824
17456;SUNDBYBERG          ;533
17457;SUNDBYBERG          ;656
17458;SUNDBYBERG          ;832
17459;SUNDBYBERG          ;829
17460;SUNDBYBERG          ;743
17543;JÄRFÄLLA            ;1233
17544;JÄRFÄLLA            ;613
17545;JÄRFÄLLA            ;1144
17546;JÄRFÄLLA            ;1057
17547;JÄRFÄLLA            ;873
17548;JÄRFÄLLA            ;1171
17549;JÄRFÄLLA            ;980
17550;JÄRFÄLLA            ;1016
17551;JÄRFÄLLA            ;791
17552;JÄRFÄLLA            ;1193
17553;JÄRFÄLLA            ;1042
17554;JÄRFÄLLA            ;1194
17555;JÄRFÄLLA            ;1015
17556;JÄRFÄLLA            ;970
17557;JÄRFÄLLA            ;791
17560;JÄRFÄLLA            ;1458
17561;JÄRFÄLLA            ;45
17562;JÄRFÄLLA            ;18
17563;JÄRFÄLLA            ;809
17564;JÄRFÄLLA            ;1363
17565;JÄRFÄLLA            ;1250
17566;JÄRFÄLLA            ;1329
17567;JÄRFÄLLA            ;1276
17568;JÄRFÄLLA            ;1425
17569;JÄRFÄLLA            ;1458
17579;JÄRFÄLLA            ;446
17668;JÄRFÄLLA            ;534
17669;JÄRFÄLLA            ;410
17670;JÄRFÄLLA            ;1889
17671;JÄRFÄLLA            ;1224
17672;JÄRFÄLLA            ;1300
17673;JÄRFÄLLA            ;855
17674;JÄRFÄLLA            ;1771
17675;JÄRFÄLLA            ;1762
17676;JÄRFÄLLA            ;1706
17677;JÄRFÄLLA            ;1581
17730;JÄRFÄLLA            ;934
17731;JÄRFÄLLA            ;955
17732;JÄRFÄLLA            ;335
17733;JÄRFÄLLA            ;956
17734;JÄRFÄLLA            ;1277
17735;JÄRFÄLLA            ;770
17736;JÄRFÄLLA            ;1368
17737;JÄRFÄLLA            ;871
17738;JÄRFÄLLA            ;342
17739;JÄRFÄLLA            ;959
17740;JÄRFÄLLA            ;1182
17741;JÄRFÄLLA            ;5
17742;JÄRFÄLLA            ;672
17750;JÄRFÄLLA            ;558
17751;JÄRFÄLLA            ;784
17752;JÄRFÄLLA            ;560
17753;JÄRFÄLLA            ;905
17754;JÄRFÄLLA            ;1254
17755;JÄRFÄLLA            ;1078
17756;JÄRFÄLLA            ;763
17757;JÄRFÄLLA            ;546
17758;JÄRFÄLLA            ;625
17759;JÄRFÄLLA            ;925
17760;JÄRFÄLLA            ;1152
17761;JÄRFÄLLA            ;1020
